@relation regression-input-weka.filters.unsupervised.attribute.Remove-R1

@attribute Input_1 numeric
@attribute Input_2 numeric
@attribute Input_3 numeric
@attribute Input_4 numeric
@attribute Input_5 numeric
@attribute Input_6 numeric
@attribute Input_7 numeric
@attribute Input_8 numeric
@attribute Input_9 numeric
@attribute Input_10 numeric
@attribute Input_11 numeric
@attribute Input_12 numeric
@attribute Input_13 numeric
@attribute Input_14 numeric
@attribute Output numeric

@data
4760.2083,0.9766,0.6035,0.8603,0.7735,0.9396,1.1692,0.6671,0.6513,0.6675,-0.7405,0.687,0.7207,0.7892,-0.7509
4760.4167,0.9193,0.7228,0.8603,0.7735,0.881,0.7016,0.6105,0.6513,0.5526,0.0874,0.7436,0.7763,0.7892,-0.9329
4760.625,0.862,0.6035,0.8029,0.7735,0.8225,0.5744,0.6105,0.7075,0.5526,-0.6977,0.6304,0.6651,0.7892,-0.9558
4760.8333,0.862,0.6631,0.8029,0.7735,0.8225,-0.5725,0.7238,0.7075,0.4952,0.569,0.6304,0.7207,0.8449,-0.8824
4761.0417,0.9193,0.6631,0.8029,0.8292,0.8225,-0.5702,0.6105,0.7075,0.4952,0.301,0.6304,0.7207,0.7892,-0.6938
4761.25,0.9193,0.6035,0.8603,0.8292,0.8225,-0.9002,0.7238,0.7075,0.6101,-1.0805,0.687,0.7763,0.7892,-0.3544
4761.4583,0.9766,1.1404,0.9177,0.9405,0.881,0.4909,0.9504,0.7637,0.725,1.3238,0.9134,0.7763,0.7892,-0.0865
4761.6667,1.0338,1.3194,1.0324,0.9962,0.9981,-0.3916,1.2337,0.7637,0.7825,0.2236,1.253,0.7763,0.7892,0.0838
4761.875,1.0911,1.2597,1.1472,1.0518,1.1151,0.4315,1.1771,0.8199,0.9548,0.0549,1.3096,0.7763,0.9006,0.1863
4762.0833,1.2628,1.1404,1.2619,1.0518,1.3492,1.3,1.0637,0.8761,1.0123,-0.5432,1.253,0.7763,0.9006,0.4046
4762.2917,1.4346,1.1404,1.4341,1.1075,1.4663,-0.1551,0.9504,0.9886,1.1847,-0.4722,1.253,0.7763,0.9563,0.5368
4762.5,1.5491,1.0211,1.5488,1.3302,1.5248,-0.7328,0.9504,1.0448,1.1847,-0.3738,1.1398,0.8319,1.012,0.5741
4762.7083,1.6636,0.9614,1.6062,1.4972,1.6419,-1.3807,1.0071,1.1572,1.0697,-0.8196,1.1964,0.8874,1.1233,0.6699
4762.9167,1.8354,1.0211,1.7783,1.4972,1.8174,-0.8759,1.0637,1.2134,1.0123,0.8689,1.1964,0.943,1.1233,0.676
4763.125,1.7781,0.9614,1.6636,1.6085,1.7004,-1.6554,1.1204,0.8761,1.1272,-1.5445,1.1398,0.943,1.2347,0.7839
4763.3333,1.7781,0.9614,1.7209,1.6085,1.7004,0.3521,1.0071,1.1572,1.1847,1.4879,1.1964,1.0541,1.2347,1.017
4763.5417,1.7209,0.9018,1.4914,1.4415,1.5248,-0.8609,1.0071,1.2134,1.1847,0.2709,1.0832,1.0541,1.2347,1.1104
4763.75,1.6636,0.9018,1.4341,1.4415,1.4663,0.5322,1.0071,1.2134,1.1272,1.6561,1.0832,1.0541,1.179,1.0905
4763.9583,1.3773,0.9614,1.2619,1.1632,1.2907,0.7311,1.0071,1.101,1.0697,-0.7138,1.0266,0.943,1.012,0.9611
4764.1667,1.1483,0.9614,1.1472,1.0518,1.1151,0.5703,0.9504,0.9323,0.9548,-1.4749,0.9134,0.8319,1.012,0.9518
4764.375,1.0911,0.9018,1.0324,0.9405,1.1151,0.6898,0.9504,0.8199,0.8399,-0.8101,0.97,0.8319,0.8449,0.7564
4764.5833,1.0338,0.9018,0.975,0.9405,0.9981,0.4642,0.8938,0.8199,0.7825,0.4794,0.97,0.7207,0.7892,0.2895
4764.7917,0.9766,0.9018,0.975,0.8848,0.9396,-0.6449,0.8938,0.7637,0.725,1.0048,0.97,0.7207,0.7892,-0.2034
4765,0.9766,0.9018,0.975,0.9405,0.9396,-0.0503,0.8371,0.7075,0.725,1.2677,0.97,0.7207,0.8449,-0.603
4765.2083,0.9766,0.8421,0.9177,0.9405,0.9396,0.71,0.8371,0.6513,0.725,-0.943,0.9134,0.7207,0.7892,-0.7572
4765.4167,0.9193,0.8421,0.8603,0.8292,0.881,1.5663,0.7804,0.6513,0.725,1.4601,0.8568,0.7207,0.7892,-0.9505
4765.625,0.9193,0.8421,0.8603,0.8848,0.8225,-2.0808,0.7804,0.7075,0.725,-1.3363,0.8002,0.7207,0.7892,-0.9941
4765.8333,0.9193,0.8421,0.8603,0.8292,0.881,-0.0618,0.7804,0.7637,0.725,-1.2242,0.7436,0.7207,0.8449,-1.0028
4766.0417,0.9193,0.8421,0.8603,0.8848,0.881,0.4278,0.7804,0.7637,0.725,-1.3949,0.7436,0.6651,0.8449,-0.833
4766.25,0.9193,0.8421,0.8603,0.8848,0.881,-1.0156,0.7238,0.7637,0.725,-0.9142,0.8002,0.7763,0.8449,-0.5628
4766.4583,0.9193,0.9018,0.9177,0.8848,0.881,0.4952,0.7804,0.7637,0.725,2.3079,0.8568,0.7763,0.8449,-0.2393
4766.6667,0.9766,1.0211,0.8603,0.9405,0.881,1.9042,0.8938,0.8199,0.7825,1.749,0.9134,0.8319,0.9006,-0.022
4766.875,0.9766,0.9614,0.8603,0.9962,0.881,-0.6186,1.0637,0.8199,0.8399,-1.3995,0.97,0.943,0.9563,0.2674
4767.0833,1.0338,1.1404,0.9177,1.0518,0.881,0.4088,1.1204,0.9323,0.8974,-1.7346,1.0832,1.0541,1.1233,0.5444
4767.2917,1.1483,1.2597,0.9177,1.2188,0.9396,-1.2041,1.1771,0.9323,0.9548,-0.0479,1.1398,1.1653,1.179,0.7554
4767.5,1.1483,1.2,1.0324,1.3302,0.9981,0.8449,1.1771,1.101,1.0697,2.4059,1.253,1.2208,1.3461,0.9093
4767.7083,1.2628,1.3194,1.1472,1.4415,1.1151,0.0958,1.1771,1.2696,1.2421,0.8533,1.253,1.2764,1.3461,0.9407
4767.9167,1.2628,1.2597,1.2045,1.4415,1.1737,-0.1388,1.1771,1.3259,1.2996,1.4164,1.253,1.2764,1.3461,1.0061
4768.125,1.2628,1.2597,1.2619,1.4415,1.2322,-0.4112,1.1771,1.3821,1.2996,0.1463,1.253,1.332,1.4017,1.0946
4768.3333,1.3201,1.1404,1.2619,1.4415,1.2322,0.0935,1.2337,1.2696,1.2421,1.2242,1.3096,1.332,1.3461,1.1429
4768.5417,1.2056,1.0807,1.2045,1.3302,1.1737,0.792,1.1771,1.2696,1.1847,1.0809,1.253,1.2208,1.2904,1.1576
4768.75,1.1483,0.9018,1.1472,1.2188,1.1151,0.2733,1.1771,1.2134,1.0697,-0.228,1.0832,1.1097,1.2347,0.9304
4768.9583,0.9766,0.7228,1.0324,0.9962,0.9981,1.429,0.7804,0.9886,0.8974,1.3255,0.9134,0.943,0.9563,0.6412
4769.1667,0.862,0.4842,0.9177,0.8848,0.881,0.843,0.5538,0.8199,0.725,0.6729,0.6304,0.7763,0.7892,0.4517
4769.375,0.7475,0.4842,0.8029,0.7735,0.8225,-0.122,0.4405,0.7075,0.6675,0.1111,0.4607,0.6651,0.6779,0.238
4769.5833,0.8048,0.4842,0.7455,0.7735,0.8225,-0.4617,0.2705,0.595,0.4377,0.8087,0.4041,0.6096,0.5108,-0.2183
4769.7917,0.7475,0.4245,0.7455,0.6065,0.764,0.1101,0.2705,0.4826,0.3803,0.1528,0.3475,0.4984,0.4552,-0.6959
4770,0.6903,0.4842,0.6882,0.5508,0.7055,-0.1065,0.1005,0.5388,0.4377,-1.098,0.2909,0.4984,0.4552,-1.0842
4770.2083,0.6903,0.4842,0.6308,0.5508,0.7055,-0.1173,0.0439,0.4264,0.4952,0.9739,0.1211,0.4429,0.3995,-1.3213
4770.4167,0.633,0.4245,0.6308,0.5508,0.6469,-0.54,0.0439,0.4264,0.4377,1.2725,0.1777,0.3873,0.3995,-1.4486
4770.625,0.5758,0.4245,0.5734,0.4395,0.5884,-1.0215,0.0439,0.3702,0.3228,-0.1622,0.2343,0.4429,0.3995,-1.5526
4770.8333,0.5185,0.4245,0.516,0.3838,0.5299,-0.7542,0.1005,0.4826,0.4377,2.6551,0.1211,0.3873,0.3995,-1.5317
4771.0417,0.4612,0.4245,0.516,0.3282,0.5299,-0.9843,0.1572,0.4826,0.3803,-0.8365,0.0645,0.3873,0.3995,-1.5168
4771.25,0.4612,0.4842,0.516,0.2725,0.5299,1.5257,0.1572,0.3702,0.3228,-0.0231,0.1211,0.3317,0.2881,-1.4626
4771.4583,0.5758,0.5438,0.6308,0.4395,0.5884,0.6738,0.3838,0.595,0.5526,-2.0949,0.4041,0.4429,0.3995,-1.2386
4771.6667,0.7475,0.9018,0.8029,0.6065,0.764,0.3266,0.6105,0.8761,0.7825,0.2494,0.6304,0.6096,0.5665,-0.8762
4771.875,0.9193,1.2,0.8603,0.8848,0.8225,-0.3296,0.8371,0.9886,0.9548,-0.7737,0.9134,0.8874,0.8449,-0.6058
4772.0833,1.0338,1.2597,1.0324,0.9962,0.9981,-0.0925,0.9504,0.9886,1.0123,-0.2773,1.0266,0.9986,0.9563,-0.3783
4772.2917,1.2056,1.3194,1.1472,1.1075,1.1151,0.3675,1.1204,1.2696,1.1847,0.0812,1.1398,1.1097,1.0677,-0.2601
4772.5,1.2056,1.3194,1.2045,1.1632,1.1737,-0.3091,1.1204,1.2696,1.1847,-0.4222,1.253,1.1653,1.179,-0.1104
4772.7083,1.3773,1.3194,1.3193,1.2745,1.2907,1.6657,1.2904,1.3821,1.2996,-0.8691,1.253,1.2208,1.2904,0.0274
4772.9167,1.3201,1.3194,1.3193,1.3858,1.2322,0.9889,1.347,1.2696,1.357,-0.4146,1.3662,1.332,1.4017,0.1679
4773.125,1.3773,1.3194,1.2619,1.4415,1.2322,-0.278,1.347,1.3821,1.2996,0.6511,1.3096,1.2764,1.4017,0.3149
4773.3333,1.4346,1.2597,1.2619,1.4972,1.2322,0.7348,1.347,1.3821,1.2421,0.4913,1.253,1.332,1.4017,0.4333
4773.5417,1.3773,1.2597,1.3193,1.4415,1.2907,-1.1441,1.1771,1.2696,1.1272,0.334,1.253,1.2208,1.3461,0.5783
4773.75,1.2628,1.1404,1.2045,1.3858,1.1737,0.8458,1.0637,1.2134,1.1272,0.8678,1.0832,1.1653,1.2904,0.4477
4773.9583,0.862,0.7228,0.9177,0.9962,0.764,0.8233,0.7804,0.7637,0.725,-1.8063,0.8568,0.8874,0.8449,0.1559
4774.1667,0.633,0.5438,0.6882,0.7178,0.5884,-1.8673,0.3838,0.5388,0.4377,-0.3083,0.7436,0.554,0.4552,-0.024
4774.375,0.404,0.3648,0.4013,0.4952,0.3543,-0.4211,0.3838,0.314,0.2653,-1.0212,0.5172,0.4429,0.3995,-0.2515
4774.5833,0.3467,0.3648,0.3439,0.4395,0.2958,0.7219,0.1572,0.2577,0.2079,0.9598,0.4607,0.3873,0.2881,-0.6549
4774.7917,0.2895,0.2455,0.2865,0.2725,0.2373,-0.2539,0.1005,0.2015,0.093,0.2551,0.3475,0.3873,0.2881,-1.0791
4775,0.2322,0.1262,0.1718,0.2725,0.1787,-1.4773,-0.0128,0.0891,0.093,-0.8727,0.2909,0.2761,0.1767,-1.4025
4775.2083,0.175,0.1262,0.1144,0.1055,0.1787,-1.108,0.0439,0.0329,0.0355,0.0889,0.2343,0.165,0.1767,-1.5764
4775.4167,0.175,0.0069,0.1144,0.1055,0.1787,-0.9427,0.0439,-0.0233,-0.0219,-0.2187,0.1777,0.165,0.0654,-1.7316
4775.625,0.175,0.0069,0.1144,-0.0058,0.1787,-1.0232,0.1005,-0.0796,-0.0794,-0.5249,0.1777,0.0539,-0.046,-1.8236
4775.8333,0.0604,0.0069,-0.0004,-0.0615,0.0032,1.035,0.1572,-0.1358,-0.1368,1.9931,0.1211,0.0539,-0.046,-1.7928
4776.0417,0.0032,0.0069,-0.0004,-0.0615,0.0032,0.3025,-0.0128,-0.192,-0.1943,0.9404,0.1211,0.0539,0.0097,-1.7892
4776.25,0.0032,0.0069,-0.0577,-0.0615,0.0032,0.8131,0.2705,-0.0233,-0.1943,1.0124,0.0645,-0.0017,-0.1017,-1.7692
4776.4583,0.2322,0.6631,0.2865,0.1055,0.2958,1.5399,0.4971,0.3702,0.2653,-1.5016,0.4607,0.2761,0.2881,-1.544
4776.6667,0.5758,0.9614,0.6882,0.3838,0.764,0.3607,0.7238,0.7637,0.725,0.4478,0.8002,0.554,0.6222,-1.1572
4776.875,0.862,1.1404,1.0324,0.7178,0.9981,1.0724,0.7804,1.101,1.0697,-1.9576,0.97,0.8874,0.9006,-0.844
4777.0833,0.9766,1.2597,1.2045,0.9962,1.1151,-0.0558,1.0637,1.2134,1.1847,0.9315,1.0832,1.1653,1.179,-0.6582
4777.2917,1.2628,1.3194,1.2619,1.3302,1.2907,0.3018,1.2337,1.2696,1.1847,-0.1497,1.253,1.2764,1.2904,-0.4453
4777.5,1.3773,1.3194,1.3193,1.4415,1.2907,0.4087,1.1771,1.2696,1.2996,-0.9727,1.3096,1.3876,1.4574,-0.2922
4777.7083,1.4919,1.379,1.4341,1.4972,1.4078,0.9701,1.4037,1.4383,1.357,-1.3492,1.4227,1.4431,1.4574,-0.0052
4777.9167,1.4919,1.379,1.4341,1.6085,1.3492,-0.2263,1.4037,1.4383,1.4719,-1.0274,1.4227,1.4431,1.5688,0.2081
4778.125,1.5491,1.379,1.4341,1.6085,1.4663,-0.2611,1.4604,1.4383,1.4719,1.7015,1.4227,1.5543,1.6245,0.401
4778.3333,1.6636,1.379,1.4914,1.6085,1.4663,-1.913,1.4604,1.3821,1.4145,-0.0459,1.4227,1.4431,1.5688,0.6872
4778.5417,1.5491,1.3194,1.4341,1.6085,1.4078,-1.5264,1.347,1.3821,1.4145,1.275,1.4227,1.4431,1.5688,0.8163
4778.75,1.4919,1.2597,1.3193,1.4972,1.3492,-0.7058,1.2904,1.2696,1.2996,1.2543,1.253,1.332,1.4017,0.7635
4778.9583,1.2628,0.9018,0.975,1.3302,0.9981,-0.1556,1.0637,0.8199,0.8399,-0.1022,0.9134,0.943,1.179,0.5649
4779.1667,0.7475,0.6631,0.7455,0.9405,0.6469,0.6111,0.5538,0.5388,0.4952,1.0373,0.7436,0.8319,0.8449,0.5701
4779.375,0.633,0.4245,0.6308,0.8292,0.4714,-1.5161,0.3838,0.595,0.3803,1.1639,0.6304,0.7763,0.6779,0.3906
4779.5833,0.5758,0.3648,0.516,0.7735,0.3543,-0.7369,0.6105,0.7075,0.4377,-1.3049,0.5172,0.6096,0.6779,-0.1328
4779.7917,0.5185,0.3648,0.4013,0.5508,0.3543,-0.2477,0.5538,0.314,0.3228,0.2392,0.5172,0.4984,0.5665,-0.5396
4780,0.4612,0.3052,0.4013,0.4952,0.3543,1.2283,0.4971,0.3702,0.2653,-1.3967,0.5172,0.4429,0.4552,-0.9141
4780.2083,0.404,0.3052,0.3439,0.4395,0.2958,1.209,0.5538,0.2577,0.2079,-0.3673,0.4041,0.3873,0.3995,-1.1084
4780.4167,0.404,0.1859,0.2865,0.4395,0.2373,0.2469,0.2705,0.2577,0.2079,-0.5128,0.4607,0.3317,0.4552,-1.2113
4780.625,0.3467,0.2455,0.2865,0.4395,0.2958,-0.0468,0.2138,0.2577,0.2079,-0.2673,0.5172,0.4429,0.4552,-1.2765
4780.8333,0.404,0.3052,0.2865,0.3282,0.2958,-1.0808,0.2705,0.2577,0.1504,0.0555,0.5172,0.3873,0.3995,-1.1641
4781.0417,0.2895,0.3648,0.2291,0.3282,0.2373,-1.0204,0.3272,0.2015,0.2079,0.1181,0.4607,0.3873,0.3995,-1.0027
4781.25,0.3467,0.4245,0.2291,0.3282,0.2373,-0.3118,0.4971,0.2015,0.2653,1.0542,0.5172,0.3317,0.3995,-0.6606
4781.4583,0.4612,0.8421,0.516,0.4952,0.4714,-0.834,0.6671,0.4826,0.4952,-0.9005,0.8002,0.554,0.5108,-0.3301
4781.6667,0.7475,1.0807,0.8029,0.7735,0.764,0.3961,0.8938,0.8199,0.8399,-0.3299,1.0832,0.8319,0.8449,-0.0149
4781.875,1.1483,1.3194,1.0898,1.1632,1.1151,1.6437,1.2337,1.101,1.0697,2.4836,1.3096,1.1097,1.1233,0.3869
4782.0833,1.3773,1.4983,1.3193,1.4972,1.2907,1.4152,1.4037,1.3259,1.2996,0.3709,1.4227,1.332,1.4017,0.7979
4782.2917,1.5491,1.558,1.4914,1.6642,1.5248,1.0818,1.517,1.4945,1.4145,1.4305,1.5359,1.4431,1.5688,1.1793
4782.5,1.6064,1.6773,1.6062,1.7198,1.5248,0.4826,1.6303,1.6069,1.5294,-2.1163,1.7057,1.6098,1.7915,1.4614
4782.7083,1.7781,1.6773,1.7209,1.8312,1.7004,0.0715,1.687,1.7194,1.6443,-1.364,1.7623,1.721,1.9029,1.7213
4782.9167,1.8354,1.737,1.7783,1.8868,1.7589,0.3611,1.687,1.7194,1.6443,0.0901,1.7623,1.7766,1.9029,1.9146
4783.125,1.8354,1.558,1.7209,1.8868,1.7004,0.1546,1.687,1.7194,1.7018,0.5601,1.7623,1.7766,1.9029,2.0317
4783.3333,1.7781,1.558,1.7209,1.9425,1.7589,2.4463,1.687,1.6632,1.6443,-0.6035,1.7623,1.7766,1.9029,2.1132
4783.5417,1.7209,1.4387,1.7209,1.8868,1.7004,0.0149,1.6303,1.6069,1.5868,1.148,1.6491,1.721,1.9029,2.1606
4783.75,1.6064,1.379,1.5488,1.6642,1.5248,0.9054,1.4037,1.4945,1.4719,1.0332,1.4227,1.6098,1.7915,2.051
4783.9583,1.4346,1.2597,1.3767,1.4972,1.3492,0.2729,1.2337,1.3259,1.2421,0.4509,1.253,1.3876,1.5688,1.8669
4784.1667,1.2628,1.2,1.2619,1.3858,1.2322,-0.0745,1.1204,1.1572,1.0697,-0.0506,1.1398,1.2764,1.4574,1.7606
4784.375,1.0911,1.1404,1.1472,1.2188,1.0566,1.2107,1.1204,1.0448,0.9548,0.6443,1.0266,1.2764,1.4017,1.4579
4784.5833,1.0338,1.0807,1.0324,1.1632,0.9396,1.6788,1.1204,0.9323,0.8974,-1.3162,1.0266,1.2208,1.2904,0.8909
4784.7917,1.0338,1.0211,0.9177,1.1632,0.881,-0.0582,1.1204,0.9323,0.7825,-0.5598,1.0266,1.2208,1.2904,0.3355
4785,0.9193,0.9614,0.8029,1.1075,0.764,0.2444,1.1204,0.8199,0.7825,-2.0107,1.0832,1.1097,1.179,-0.0214
4785.2083,0.9766,0.9614,0.8029,1.0518,0.764,-1.8723,1.1204,0.8199,0.7825,-1.5459,1.0266,1.1097,1.1233,-0.2272
4785.4167,0.9766,0.9614,0.8029,1.1632,0.7055,-0.6129,1.1204,0.8199,0.7825,-0.8729,1.0266,0.9986,1.1233,-0.3859
4785.625,0.9766,0.9018,0.8029,1.1632,0.7055,1.1526,1.0637,0.7637,0.725,0.4976,0.97,0.9986,1.0677,-0.4249
4785.8333,0.9193,0.9018,0.7455,1.1075,0.7055,-0.0478,1.0637,0.7637,0.725,-0.5723,0.97,0.8874,1.012,-0.4351
4786.0417,0.9193,0.9018,0.8029,1.0518,0.7055,-0.6,1.0637,0.7637,0.725,0.8487,0.97,0.8874,1.012,-0.2336
4786.25,0.9193,0.9018,0.8029,1.0518,0.764,-2.5669,1.0637,0.7637,0.725,-1.3847,1.0266,0.8874,1.012,0.0681
4786.4583,1.0338,1.1404,0.9177,1.1075,0.881,1.1418,1.1771,0.8761,0.8399,-0.0807,1.1964,0.9986,1.1233,0.4204
4786.6667,1.2056,1.3194,1.1472,1.2745,1.1737,-0.8955,1.2904,1.101,1.0697,0.1802,1.3662,1.1653,1.2904,0.698
4786.875,1.3773,1.4983,1.3193,1.4415,1.3492,1.6526,1.347,1.2696,1.2996,-1.5151,1.4227,1.2764,1.4017,0.9154
4787.0833,1.3773,1.737,1.4341,1.3858,1.4663,-0.723,1.4037,1.4945,1.5294,1.1339,1.5359,1.4987,1.5131,1.1433
4787.2917,1.5491,1.8563,1.5488,1.3858,1.5833,-0.0241,1.517,1.7194,1.7018,1.716,1.5359,1.6654,1.6802,1.3333
4787.5,1.5491,1.9159,1.7209,1.4415,1.7004,0.1704,1.5737,1.7194,1.7592,0.5451,1.5359,1.6654,1.5688,1.3164
4787.7083,1.5491,1.9756,1.7209,1.4972,1.6419,-0.1305,1.5737,1.7756,1.8167,-0.1138,1.5359,1.6654,1.5688,1.4667
4787.9167,1.7781,1.9159,1.8357,1.5528,1.8174,-0.9655,1.5737,1.8318,1.8741,2.9702,1.5925,1.4431,1.5131,1.5843
4788.125,1.7209,1.6773,1.8357,1.6085,1.7589,0.1128,1.5737,1.888,1.8741,-0.8446,1.6491,1.4987,1.6245,1.8134
4788.3333,1.2628,1.7966,1.6062,1.6085,1.5248,1.3838,1.5737,1.7756,1.7592,-0.5291,1.5359,1.4431,1.5688,2.0883
4788.5417,1.4346,1.4983,1.4914,1.6085,1.6419,2.341,1.5737,1.4383,1.7018,1.0471,1.5359,1.4431,1.7358,2.1664
4788.75,1.4346,1.3194,1.3767,1.6085,1.4663,0.6168,1.5737,1.2696,1.6443,0.78,1.5359,1.3876,1.6802,2.0143
4788.9583,1.2056,1.2,1.2619,1.3858,1.2322,0.7576,1.4037,1.2696,1.4719,1.6126,1.4793,1.2208,1.4017,1.6502
4789.1667,1.0338,1.2,1.1472,1.0518,1.1151,-1.2214,1.1771,1.1572,1.2421,-0.5001,1.3096,1.1653,1.1233,1.5005
4789.375,0.9193,1.0807,1.0324,0.8848,1.0566,0.1211,1.1204,0.9886,1.1847,-0.357,1.253,0.9986,0.9563,1.1642
4789.5833,0.8048,1.0211,0.975,0.7735,0.9981,-0.9043,1.0637,1.0448,1.0697,-0.0496,1.1964,0.943,0.8449,0.5556
4789.7917,0.7475,1.0211,0.9177,0.7735,0.9396,0.8523,1.0637,0.9323,1.0123,0.5471,1.0266,0.8874,0.9563,-0.0591
4790,0.7475,0.9614,0.9177,0.4395,0.9981,-0.0539,1.0071,0.9323,1.0123,-0.4603,1.0266,0.8874,0.9006,-0.4569
4790.2083,0.6903,0.9614,0.975,0.4395,0.9981,-0.869,0.9504,0.9323,1.0123,1.2723,0.9134,0.9986,0.9006,-0.7575
4790.4167,0.7475,0.9614,0.9177,0.3838,0.881,0.4044,1.0071,0.9886,0.8974,1.229,0.9134,0.8874,0.9006,-0.9105
4790.625,0.6903,0.9018,0.9177,0.3282,0.881,0.5587,0.9504,0.9886,0.8399,-0.9113,0.8568,0.8319,0.7892,-1.0847
4790.8333,0.6903,0.9018,0.8603,0.2169,0.8225,0.6994,0.8938,0.8761,0.8399,-1.3648,0.8002,0.7763,0.7336,-1.0272
4791.0417,0.5758,0.8421,0.8029,0.2169,0.764,1.684,0.8371,0.9323,0.7825,-0.0792,0.687,0.7207,0.6779,-0.854
4791.25,0.5185,0.8421,0.8029,0.1612,0.764,-0.2399,0.8371,0.9323,0.8974,0.3364,0.687,0.6651,0.6779,-0.5791
4791.4583,0.633,0.9614,0.8603,0.3838,0.881,1.4581,0.9504,0.9323,0.8974,1.9921,0.8568,0.7763,0.8449,-0.2644
4791.6667,0.862,1.0211,1.0324,0.6622,0.9981,-1.3683,1.1204,1.101,1.0123,-0.348,1.1398,0.943,1.0677,0.0347
4791.875,1.0338,1.2597,1.2619,0.9405,1.2322,-1.1301,1.4037,1.2134,1.1847,-0.0746,1.3096,1.2208,1.2904,0.378
4792.0833,1.1483,1.3194,1.3767,1.2188,1.2907,0.8973,1.517,1.3821,1.357,0.7378,1.4227,1.3876,1.4574,0.6721
4792.2917,1.4346,1.4387,1.4914,1.4415,1.4078,-0.3972,1.5737,1.5507,1.4145,0.1322,1.4793,1.4431,1.5131,0.9731
4792.5,1.5491,1.4983,1.6062,1.4972,1.5833,0.6224,1.6303,1.6069,1.5294,1.4235,1.6491,1.5543,1.5688,1.1534
4792.7083,1.6636,1.4387,1.7209,1.6085,1.6419,-2.579,1.687,1.7194,1.5868,0.7561,1.7057,1.6654,1.6802,1.4148
4792.9167,1.6636,1.4387,1.6636,1.7755,1.6419,-0.3214,1.687,1.7194,1.7018,-0.7901,1.6491,1.721,1.7358,1.6181
4793.125,1.7781,1.4983,1.7783,1.8312,1.7589,-0.186,1.6303,1.7194,1.7018,-1.1591,1.5925,1.6654,1.6802,1.805
4793.3333,1.8354,1.379,1.7783,1.8868,1.7589,-0.5796,1.5737,1.7194,1.7018,-0.3929,1.6491,1.6654,1.7358,1.9205
4793.5417,1.7209,1.3194,1.7209,1.7755,1.6419,1.808,1.4604,1.7194,1.5868,0.675,1.4227,1.6654,1.6802,1.9529
4793.75,1.6064,1.1404,1.6062,1.6085,1.5248,0.485,1.2904,1.5507,1.357,1.1192,1.253,1.4431,1.5131,1.8011
4793.9583,1.2628,0.9018,1.2619,1.3858,1.1737,-1.1993,1.0637,1.2134,1.0697,-0.4281,0.97,1.1653,1.0677,1.5014
4794.1667,0.862,0.8421,0.975,0.9962,0.9981,0.8816,0.8938,0.9886,0.7825,0.3992,0.9134,0.8874,0.7892,1.262
4794.375,0.633,0.8421,0.8029,0.7178,0.764,0.1432,0.7238,0.7637,0.725,1.8233,0.7436,0.7207,0.6779,0.9219
4794.5833,0.5758,0.7228,0.6308,0.5508,0.764,-0.5068,0.6105,0.595,0.6101,0.7546,0.7436,0.6651,0.5665,0.3646
4794.7917,0.5758,0.6631,0.6308,0.4395,0.7055,0.7107,0.5538,0.4826,0.6101,-0.2979,0.6304,0.554,0.4552,-0.2389
4795,0.4612,0.6631,0.4013,0.4395,0.5299,0.7116,0.4971,0.4264,0.5526,-0.7371,0.5738,0.4984,0.4552,-0.6318
4795.2083,0.3467,0.5438,0.3439,0.2725,0.4714,0.0311,0.3272,0.314,0.4377,-0.0219,0.6304,0.4429,0.3438,-0.9329
4795.4167,0.2895,0.4842,0.3439,0.2169,0.4128,-0.0085,0.3838,0.314,0.4952,-0.0312,0.5738,0.4429,0.3438,-1.0451
4795.625,0.2895,0.6631,0.2865,0.1612,0.3543,0.7576,0.3838,0.314,0.4952,-1.0018,0.5738,0.4429,0.3995,-1.1441
4795.8333,0.2322,0.7228,0.2291,0.1612,0.3543,-0.6158,0.4971,0.314,0.4377,-1.2149,0.5172,0.3873,0.4552,-1.1046
4796.0417,0.2322,0.7228,0.2291,0.1055,0.3543,-1.0147,0.5538,0.3702,0.3803,0.0055,0.5172,0.3317,0.3995,-0.9834
4796.25,0.2322,0.8421,0.2865,0.1055,0.2958,0.5772,0.6105,0.4826,0.4952,-0.0536,0.4607,0.3873,0.3995,-0.6385
4796.4583,0.5185,0.9018,0.6308,0.2725,0.6469,1.192,0.7238,0.7075,0.6675,0.5444,0.8002,0.6651,0.6779,-0.3756
4796.6667,0.7475,1.0807,0.9177,0.6065,0.881,0.7925,0.8371,0.8761,0.9548,0.0303,1.0832,0.8319,0.9006,-0.034
4796.875,1.0338,1.2597,1.1472,0.8848,1.1737,0.3156,1.1204,1.2134,1.2421,1.717,1.3096,1.1097,1.179,0.2878
4797.0833,1.3201,1.3194,1.3193,1.2188,1.2907,-0.0567,1.4037,1.3821,1.2996,-2.1908,1.4793,1.332,1.4017,0.6166
4797.2917,1.4346,1.4387,1.4341,1.4415,1.4078,-0.3911,1.517,1.5507,1.4145,0.3311,1.5359,1.4431,1.5131,0.9842
4797.5,1.5491,1.4387,1.5488,1.4972,1.5248,-1.2944,1.5737,1.6069,1.4145,-2.2201,1.5359,1.4431,1.5131,1.2042
4797.7083,1.6636,1.4387,1.6062,1.5528,1.5833,-0.0976,1.6303,1.7194,1.5294,0.2055,1.5925,1.6654,1.6802,1.4721
